normalized_label,country_count,variable_count,countries,variables,examples
fever cough comm health wrkr,28,14,Angola | Benin | Burkina Faso | Chade | Congo (Brazzaville) | Congo (República Democrática) | Costa do Marfim | Etiópia | Gana | Guiné | Lesoto | Madagascar | Malaui | Mali | Moçambique | Namíbia | Nigéria | Níger | Quênia | República Centro-Africana | Ruanda | Senegal | Serra Leoa | São Tomé e Príncipe | Tanzânia | Togo | Zimbábue | Zâmbia,h32e | h32e_1 | h32e_2 | h32e_3 | h32e_4 | h32e_5 | h32e_6 | h32n | h32n_1 | h32n_2 | h32n_3 | h32n_4 | h32n_5 | h32n_6,NA - Fever/cough: comm.health wrkr | fever/cough: comm.health wrkr | fever/cough: comm.health wrkr - na | fever/cough: comm.health wrkr {na} | na - fever/cough: comm.health wrkr | na-fever/cough: comm.health wrkr | na-fever/cough: na-comm.health wrkr
fever cough comm hlth wr,1,14,Camarões,h32e | h32e_1 | h32e_2 | h32e_3 | h32e_4 | h32e_5 | h32e_6 | h32n | h32n_1 | h32n_2 | h32n_3 | h32n_4 | h32n_5 | h32n_6,fever/cough: comm.hlth wr - na
fever cough comm hlth wrkr,3,14,Camarões | Chade | Tanzânia,h32e | h32e_1 | h32e_2 | h32e_3 | h32e_4 | h32e_5 | h32e_6 | h32n | h32n_1 | h32n_2 | h32n_3 | h32n_4 | h32n_5 | h32n_6,fever/cough: comm.hlth wrkr na
fever cough comm worker,1,7,Mali,s471j | s471j_1 | s471j_2 | s471j_3 | s471j_4 | s471j_5 | s471j_6,fever/cough: comm. worker
fever cough communal complex,1,7,Benin,h32f | h32f_1 | h32f_2 | h32f_3 | h32f_4 | h32f_5 | h32f_6,fever/cough: communal complex
fever cough community agent,1,7,Senegal,h32u | h32u_1 | h32u_2 | h32u_3 | h32u_4 | h32u_5 | h32u_6,fever/cough: community agent
fever cough community based agent fieldworker,1,7,Zâmbia,h32e | h32e_1 | h32e_2 | h32e_3 | h32e_4 | h32e_5 | h32e_6,fever/cough: community based agent/ fieldworker
fever cough community health assistant,1,7,Zâmbia,h32e | h32e_1 | h32e_2 | h32e_3 | h32e_4 | h32e_5 | h32e_6,fever/cough: community health assistant
fever cough community health assistant cha,1,7,Libéria,h32f | h32f_1 | h32f_2 | h32f_3 | h32f_4 | h32f_5 | h32f_6,fever/cough: community health assistant (cha)
fever cough community health center,2,14,Comores | Mali,h32d | h32d_1 | h32d_2 | h32d_3 | h32d_4 | h32d_5 | h32d_6 | h32e | h32e_1 | h32e_2 | h32e_3 | h32e_4 | h32e_5 | h32e_6,Fever/cough: community health center | fever/cough: community health center
fever cough community health center cs,1,7,Mali,h32u | h32u_1 | h32u_2 | h32u_3 | h32u_4 | h32u_5 | h32u_6,fever/cough: community health center (cs)
fever cough community health center cscom,1,7,Mali,h32e | h32e_1 | h32e_2 | h32e_3 | h32e_4 | h32e_5 | h32e_6,"fever/cough: community health center (""cscom"")"
fever cough community health clinic salle de soin,1,7,Mali,h32m | h32m_1 | h32m_2 | h32m_3 | h32m_4 | h32m_5 | h32m_6,"fever/cough: community health clinic (""salle de soin"")"
fever cough community health services mobile clinic,1,7,Gana,h32o | h32o_1 | h32o_2 | h32o_3 | h32o_4 | h32o_5 | h32o_6,fever/cough: community health services (mobile clinic)
fever cough community health services outreach,1,7,Gana,h32f | h32f_1 | h32f_2 | h32f_3 | h32f_4 | h32f_5 | h32f_6,fever/cough: community health services (outreach)
fever cough community health worker,16,91,Angola | Burkina Faso | Burundi | Camarões | Eswatini (Suazilândia) | Guiné | Libéria | Madagascar | Mali | Moçambique | Quênia | Ruanda | Senegal | Serra Leoa | Zâmbia | África do Sul,h32d | h32d_1 | h32d_2 | h32d_3 | h32d_4 | h32d_5 | h32d_6 | h32e | h32e_1 | h32e_2 | h32e_3 | h32e_4 | h32e_5 | h32e_6 | h32f | h32f_1 | h32f_2 | h32f_3 | h32f_4 | h32f_5 | h32f_6 | h32h | h32h_1 | h32h_2 | h32h_3 | h32h_4 | h32h_5 | h32h_6 | h32m | h32m_1 | h32m_2 | h32m_3 | h32m_4 | h32m_5 | h32m_6 | h32n | h32n_1 | h32n_2 | h32n_3 | h32n_4 | h32n_5 | h32n_6 | h32o | h32o_1 | h32o_2 | h32o_3 | h32o_4 | h32o_5 | h32o_6 | h32q | h32q_1 | h32q_2 | h32q_3 | h32q_4 | h32q_5 | h32q_6 | h32r | h32r_1 | h32r_2 | h32r_3 | h32r_4 | h32r_5 | h32r_6 | h32s | h32s_1 | h32s_2 | h32s_3 | h32s_4 | h32s_5 | h32s_6 | h32t | h32t_1 | h32t_2 | h32t_3 | h32t_4 | h32t_5 | h32t_6 | h32u | h32u_1 | h32u_2 | h32u_3 | h32u_4 | h32u_5 | h32u_6 | h32v | h32v_1 | h32v_2 | h32v_3 | h32v_4 | h32v_5 | h32v_6,Fever/cough: community health worker | fever/cough: community health worker | na - fever/cough: community health worker
fever cough community health worker adbc,1,7,Mali,h32n | h32n_1 | h32n_2 | h32n_3 | h32n_4 | h32n_5 | h32n_6,"fever/cough: community health worker (""adbc"")"
fever cough community health worker cs other sector,1,7,Madagascar,h32s | h32s_1 | h32s_2 | h32s_3 | h32s_4 | h32s_5 | h32s_6,Fever/cough: Community health worker (CS other sector) | fever/cough: community health worker (cs other sector)
fever cough community health worker fieldworker,1,14,Quênia,h32e | h32e_1 | h32e_2 | h32e_3 | h32e_4 | h32e_5 | h32e_6 | h32o | h32o_1 | h32o_2 | h32o_3 | h32o_4 | h32o_5 | h32o_6,fever/cough: community health worker/fieldworker
fever cough community oriented resource person,1,7,Nigéria,h32w | h32w_1 | h32w_2 | h32w_3 | h32w_4 | h32w_5 | h32w_6,fever/cough: community-oriented resource person
fever cough community pharmacy,1,7,Senegal,h32g | h32g_1 | h32g_2 | h32g_3 | h32g_4 | h32g_5 | h32g_6,fever/cough: community pharmacy
fever cough community pharmacy depot,1,7,Burkina Faso,h32h | h32h_1 | h32h_2 | h32h_3 | h32h_4 | h32h_5 | h32h_6,fever/cough: community pharmacy depot
fever cough community relay,3,14,Congo (República Democrática) | Guiné | Níger,h32e | h32e_1 | h32e_2 | h32e_3 | h32e_4 | h32e_5 | h32e_6 | h32h | h32h_1 | h32h_2 | h32h_3 | h32h_4 | h32h_5 | h32h_6,fever/cough: community relay
fever cough community relay health worker,1,7,Camarões,h32w | h32w_1 | h32w_2 | h32w_3 | h32w_4 | h32w_5 | h32w_6,fever/cough: community relay/health worker
fever cough community village health worker,1,7,Guiné,h32w | h32w_1 | h32w_2 | h32w_3 | h32w_4 | h32w_5 | h32w_6,fever/cough: community/village health worker
fever cough community worker,1,7,Camarões,h32w | h32w_1 | h32w_2 | h32w_3 | h32w_4 | h32w_5 | h32w_6,fever/cough: community worker
fever cough community workers,1,7,Moçambique,h32e | h32e_1 | h32e_2 | h32e_3 | h32e_4 | h32e_5 | h32e_6,fever/cough: community workers
fever cough company hlth cent,1,7,Chade,h32p | h32p_1 | h32p_2 | h32p_3 | h32p_4 | h32p_5 | h32p_6,fever/cough: company hlth cent
fever cough confessional community health center,1,7,Chade,h32r | h32r_1 | h32r_2 | h32r_3 | h32r_4 | h32r_5 | h32r_6,fever/cough: confessional/community health center
fever cough confessional health center dispensar,1,7,Camarões,h32n | h32n_1 | h32n_2 | h32n_3 | h32n_4 | h32n_5 | h32n_6,fever/cough: confessional health center/dispensar
fever cough confessional hosp,1,7,Benin,h32o | h32o_1 | h32o_2 | h32o_3 | h32o_4 | h32o_5 | h32o_6,fever/cough: confessional hosp
fever cough confessional hospital clinic,1,7,Camarões,h32m | h32m_1 | h32m_2 | h32m_3 | h32m_4 | h32m_5 | h32m_6,fever/cough: confessional hospital/clinic
fever cough confessionnal health center,1,7,Camarões,h32n | h32n_1 | h32n_2 | h32n_3 | h32n_4 | h32n_5 | h32n_6,fever/cough: confessionnal health center
fever cough cooperative,1,7,Tanzânia,h32w | h32w_1 | h32w_2 | h32w_3 | h32w_4 | h32w_5 | h32w_6,fever/cough: cooperative
fever cough corporate health center,1,7,Chade,h32o | h32o_1 | h32o_2 | h32o_3 | h32o_4 | h32o_5 | h32o_6,fever/cough: corporate health center
fever cough cs,2,14,Camarões | Moçambique,h32o | h32o_1 | h32o_2 | h32o_3 | h32o_4 | h32o_5 | h32o_6 | h32v | h32v_1 | h32v_2 | h32v_3 | h32v_4 | h32v_5 | h32v_6,fever/cough: cs            -na | fever/cough: cs           - na
fever cough cs black baggers drugs seller,1,7,Libéria,h32u | h32u_1 | h32u_2 | h32u_3 | h32u_4 | h32u_5 | h32u_6,fever/cough: cs black baggers (drugs seller)
fever cough cs blm,1,7,Malaui,s541p | s541p_1 | s541p_2 | s541p_3 | s541p_4 | s541p_5 | s541p_6,fever/cough: cs blm
fever cough cs case de sante,1,7,Senegal,h32g | h32g_1 | h32g_2 | h32g_3 | h32g_4 | h32g_5 | h32g_6,fever/cough: cs case de santé
fever cough cs church,1,7,Moçambique,h32v | h32v_1 | h32v_2 | h32v_3 | h32v_4 | h32v_5 | h32v_6,fever/cough: cs church
fever cough cs clinic,1,7,Ruanda,h32g | h32g_1 | h32g_2 | h32g_3 | h32g_4 | h32g_5 | h32g_6,fever/cough: cs clinic
fever cough cs community health post,1,7,São Tomé e Príncipe,h32f | h32f_1 | h32f_2 | h32f_3 | h32f_4 | h32f_5 | h32f_6,fever/cough: cs community health post
fever cough cs community pharmacy,1,7,Senegal,h32h | h32h_1 | h32h_2 | h32h_3 | h32h_4 | h32h_5 | h32h_6,fever/cough: cs community pharmacy
fever cough cs disp maternity,1,7,Mali,h32f | h32f_1 | h32f_2 | h32f_3 | h32f_4 | h32f_5 | h32f_6,fever/cough: cs - disp. maternity
fever cough cs dispensaire religieux,1,7,Senegal,h32o | h32o_1 | h32o_2 | h32o_3 | h32o_4 | h32o_5 | h32o_6,fever/cough: cs dispensaire religieux
fever cough cs dispensary,2,7,Madagascar | Ruanda,h32f | h32f_1 | h32f_2 | h32f_3 | h32f_4 | h32f_5 | h32f_6,fever/cough: cs dispensary
fever cough cs district hospital,1,7,Ruanda,h32h | h32h_1 | h32h_2 | h32h_3 | h32h_4 | h32h_5 | h32h_6,fever/cough: cs district hospital
fever cough cs dumba nengue,1,7,Moçambique,h32u | h32u_1 | h32u_2 | h32u_3 | h32u_4 | h32u_5 | h32u_6,fever/cough: cs dumba nengue
fever cough cs family health center,1,7,Níger,h32g | h32g_1 | h32g_2 | h32g_3 | h32g_4 | h32g_5 | h32g_6,fever/cough: cs - family health center
fever cough cs friend relative,1,7,Senegal,h32u | h32u_1 | h32u_2 | h32u_3 | h32u_4 | h32u_5 | h32u_6,fever/cough: cs friend/ relative
fever cough cs friends famil,1,7,República Centro-Africana,h32u | h32u_1 | h32u_2 | h32u_3 | h32u_4 | h32u_5 | h32u_6,fever/cough: cs friends/ famil
fever cough cs friends re,1,7,Madagascar,h32u | h32u_1 | h32u_2 | h32u_3 | h32u_4 | h32u_5 | h32u_6,fever/cough: cs friends/re- na
fever cough cs friends relat,2,7,Mali | Níger,h32u | h32u_1 | h32u_2 | h32u_3 | h32u_4 | h32u_5 | h32u_6,fever/cough: cs friends/relat.
fever cough cs friends relatives,1,7,Moçambique,h32w | h32w_1 | h32w_2 | h32w_3 | h32w_4 | h32w_5 | h32w_6,fever/cough: cs friends/relatives
fever cough cs government health center i,1,7,Madagascar,h32h | h32h_1 | h32h_2 | h32h_3 | h32h_4 | h32h_5 | h32h_6,na - fever/cough: cs government health center i
fever cough cs health c,2,14,Madagascar | Níger,h32g | h32g_1 | h32g_2 | h32g_3 | h32g_4 | h32g_5 | h32g_6 | h32h | h32h_1 | h32h_2 | h32h_3 | h32h_4 | h32h_5 | h32h_6,fever/cough: cs health c. - na
fever cough cs health c cen,1,7,Mali,h32g | h32g_1 | h32g_2 | h32g_3 | h32g_4 | h32g_5 | h32g_6,fever/cough: cs health c. cen.
fever cough cs health c wor,1,7,Mali,h32h | h32h_1 | h32h_2 | h32h_3 | h32h_4 | h32h_5 | h32h_6,fever/cough: cs health c. wor.
fever cough cs health hut,1,7,Senegal,h32g | h32g_1 | h32g_2 | h32g_3 | h32g_4 | h32g_5 | h32g_6,fever/cough: cs health hut
fever cough cs hsa,1,7,Malaui,h32f | h32f_1 | h32f_2 | h32f_3 | h32f_4 | h32f_5 | h32f_6,fever/cough: cs hsa
fever cough cs imps cmie,1,7,Mali,h32i | h32i_1 | h32i_2 | h32i_3 | h32i_4 | h32i_5 | h32i_6,fever/cough: cs imps/cmie
fever cough cs kiosk,1,7,Madagascar,h32v | h32v_1 | h32v_2 | h32v_3 | h32v_4 | h32v_5 | h32v_6,fever/cough: cs kiosk
fever cough cs macro,1,7,Malaui,s541q | s541q_1 | s541q_2 | s541q_3 | s541q_4 | s541q_5 | s541q_6,fever/cough: cs macro
fever cough cs maternite rurale,1,7,Senegal,h32f | h32f_1 | h32f_2 | h32f_3 | h32f_4 | h32f_5 | h32f_6,fever/cough: cs maternité rurale
fever cough cs maternity,1,7,Níger,h32f | h32f_1 | h32f_2 | h32f_3 | h32f_4 | h32f_5 | h32f_6,fever/cough: cs - maternity
fever cough cs med priv,14,28,Benin | Burkina Faso | Costa do Marfim | Gana | Madagascar | Malaui | Namíbia | Níger | Quênia | República Centro-Africana | Ruanda | Senegal | Tanzânia | Togo,h32o | h32o_1 | h32o_2 | h32o_3 | h32o_4 | h32o_5 | h32o_6 | h32p | h32p_1 | h32p_2 | h32p_3 | h32p_4 | h32p_5 | h32p_6 | h32q | h32q_1 | h32q_2 | h32q_3 | h32q_4 | h32q_5 | h32q_6 | h32r | h32r_1 | h32r_2 | h32r_3 | h32r_4 | h32r_5 | h32r_6,fever/cough: cs med.priv  - na | fever/cough: cs med.priv  - na! | fever/cough: cs med.priv - na
fever cough cs med priv other,1,7,República Centro-Africana,h32p | h32p_1 | h32p_2 | h32p_3 | h32p_4 | h32p_5 | h32p_6,fever/cough: cs med.priv other
fever cough cs med priv s,7,28,Costa do Marfim | Madagascar | Mali | Namíbia | Níger | Ruanda | Tanzânia,h32o | h32o_1 | h32o_2 | h32o_3 | h32o_4 | h32o_5 | h32o_6 | h32p | h32p_1 | h32p_2 | h32p_3 | h32p_4 | h32p_5 | h32p_6 | h32q | h32q_1 | h32q_2 | h32q_3 | h32q_4 | h32q_5 | h32q_6 | h32r | h32r_1 | h32r_2 | h32r_3 | h32r_4 | h32r_5 | h32r_6,fever/cough: cs med.priv s- na | fever/cough: cs med.priv s-na | fever/cough:cs med.priv s - na
fever cough cs med priv sct,1,7,Camarões,h32r | h32r_1 | h32r_2 | h32r_3 | h32r_4 | h32r_5 | h32r_6,fever/cough:cs med.priv sct na
fever cough cs med priv se,14,28,Burkina Faso | Camarões | Comores | Congo (República Democrática) | Gabão | Gana | Guiné | Madagascar | Moçambique | Nigéria | Senegal | Zimbábue | Zâmbia | África do Sul,h32o | h32o_1 | h32o_2 | h32o_3 | h32o_4 | h32o_5 | h32o_6 | h32p | h32p_1 | h32p_2 | h32p_3 | h32p_4 | h32p_5 | h32p_6 | h32q | h32q_1 | h32q_2 | h32q_3 | h32q_4 | h32q_5 | h32q_6 | h32r | h32r_1 | h32r_2 | h32r_3 | h32r_4 | h32r_5 | h32r_6,fever/cough: cs med.priv se na | fever/cough: cs med.priv se-na
fever cough cs med priv sec,1,14,Quênia,h32q | h32q_1 | h32q_2 | h32q_3 | h32q_4 | h32q_5 | h32q_6 | h32r | h32r_1 | h32r_2 | h32r_3 | h32r_4 | h32r_5 | h32r_6,fever/cough:cs med.priv sec na
fever cough cs med priv secna,3,28,Moçambique | Nigéria | Zimbábue,h32o | h32o_1 | h32o_2 | h32o_3 | h32o_4 | h32o_5 | h32o_6 | h32p | h32p_1 | h32p_2 | h32p_3 | h32p_4 | h32p_5 | h32p_6 | h32q | h32q_1 | h32q_2 | h32q_3 | h32q_4 | h32q_5 | h32q_6 | h32r | h32r_1 | h32r_2 | h32r_3 | h32r_4 | h32r_5 | h32r_6,fever/cough: cs med.priv secna | fever/cough: cs med.priv secna!
fever cough cs med priv sect,17,28,Angola | Comores | Congo (Brazzaville) | Eswatini (Suazilândia) | Etiópia | Guiné | Lesoto | Libéria | Mali | Namíbia | Nigéria | Níger | Ruanda | Senegal | Serra Leoa | São Tomé e Príncipe | Zâmbia,h32o | h32o_1 | h32o_2 | h32o_3 | h32o_4 | h32o_5 | h32o_6 | h32p | h32p_1 | h32p_2 | h32p_3 | h32p_4 | h32p_5 | h32p_6 | h32q | h32q_1 | h32q_2 | h32q_3 | h32q_4 | h32q_5 | h32q_6 | h32r | h32r_1 | h32r_2 | h32r_3 | h32r_4 | h32r_5 | h32r_6,[na] fever/cough: cs med.priv sect | fever/cough: cs med.priv sect | fever/cough: cs med.priv sect {na} | na - fever/cough: cs med.priv sect | na-fever/cough: cs med.priv sect
fever cough cs med priv sect cg cabinet soins infirmier,1,7,Congo (Brazzaville),h32o | h32o_1 | h32o_2 | h32o_3 | h32o_4 | h32o_5 | h32o_6,fever/cough: cs med.priv sect {cg: cabinet soins infirmier}
fever cough cs med priv sect cg centre medico social,1,7,Congo (Brazzaville),h32p | h32p_1 | h32p_2 | h32p_3 | h32p_4 | h32p_5 | h32p_6,fever/cough: cs med.priv sect {cg: centre médico-social}
fever cough cs med priv sect relig dispensary,1,7,Mali,h32o | h32o_1 | h32o_2 | h32o_3 | h32o_4 | h32o_5 | h32o_6,fever/cough: cs med.priv sect relig. dispensary
fever cough cs med prv sct,1,14,Tanzânia,h32q | h32q_1 | h32q_2 | h32q_3 | h32q_4 | h32q_5 | h32q_6 | h32r | h32r_1 | h32r_2 | h32r_3 | h32r_4 | h32r_5 | h32r_6,fever/cough: cs med.prv sct na
fever cough cs mission healthc center,1,7,Malaui,h32q | h32q_1 | h32q_2 | h32q_3 | h32q_4 | h32q_5 | h32q_6,fever/cough: cs mission healthc center
fever cough cs mission hospital,1,7,Malaui,h32p | h32p_1 | h32p_2 | h32p_3 | h32p_4 | h32p_5 | h32p_6,fever/cough: cs mission hospital
fever cough cs mission hospital clinic,1,7,Zâmbia,h32o | h32o_1 | h32o_2 | h32o_3 | h32o_4 | h32o_5 | h32o_6,fever/cough: cs - mission hospital/clinic
fever cough cs mobile drug seller,1,7,Níger,h32o | h32o_1 | h32o_2 | h32o_3 | h32o_4 | h32o_5 | h32o_6,fever/cough: cs - mobile drug seller
fever cough cs ngo,16,28,Angola | Burkina Faso | Camarões | Congo (República Democrática) | Costa do Marfim | Etiópia | Gana | Lesoto | Libéria | Mali | Moçambique | Nigéria | Quênia | Ruanda | Senegal | Zâmbia,h32nb | h32nb_1 | h32nb_2 | h32nb_3 | h32nb_4 | h32nb_5 | h32nb_6 | h32nc | h32nc_1 | h32nc_2 | h32nc_3 | h32nc_4 | h32nc_5 | h32nc_6 | h32nd | h32nd_1 | h32nd_2 | h32nd_3 | h32nd_4 | h32nd_5 | h32nd_6 | h32ne | h32ne_1 | h32ne_2 | h32ne_3 | h32ne_4 | h32ne_5 | h32ne_6,fever/cough: cs ngo | na - fever/cough: cs ngo
fever cough cs nurse,1,7,Ruanda,h32o | h32o_1 | h32o_2 | h32o_3 | h32o_4 | h32o_5 | h32o_6,fever/cough: (cs) nurse
fever cough cs oth med p,1,7,Camarões,h32q | h32q_1 | h32q_2 | h32q_3 | h32q_4 | h32q_5 | h32q_6,fever/cough: cs oth med p - na
fever cough cs oth priv,13,21,Benin | Burkina Faso | Costa do Marfim | Gana | Madagascar | Malaui | Namíbia | Níger | República Centro-Africana | Ruanda | Senegal | Tanzânia | Togo,h32u | h32u_1 | h32u_2 | h32u_3 | h32u_4 | h32u_5 | h32u_6 | h32v | h32v_1 | h32v_2 | h32v_3 | h32v_4 | h32v_5 | h32v_6 | h32w | h32w_1 | h32w_2 | h32w_3 | h32w_4 | h32w_5 | h32w_6,fever/cough: cs oth.priv  - na | fever/cough: cs oth.priv  - na! | fever/cough: cs oth.priv - na
fever cough cs oth priv s,7,21,Costa do Marfim | Madagascar | Mali | Namíbia | Níger | Quênia | Ruanda,h32u | h32u_1 | h32u_2 | h32u_3 | h32u_4 | h32u_5 | h32u_6 | h32v | h32v_1 | h32v_2 | h32v_3 | h32v_4 | h32v_5 | h32v_6 | h32w | h32w_1 | h32w_2 | h32w_3 | h32w_4 | h32w_5 | h32w_6,fever/cough: cs oth.priv s- na | fever/cough: cs oth.priv s-na | fever/cough:cs oth.priv s - na
fever cough cs oth priv sct,1,14,Camarões,h32v | h32v_1 | h32v_2 | h32v_3 | h32v_4 | h32v_5 | h32v_6 | h32w | h32w_1 | h32w_2 | h32w_3 | h32w_4 | h32w_5 | h32w_6,fever/cough:cs oth.priv sct na
fever cough cs oth priv se,15,21,Burkina Faso | Camarões | Comores | Congo (República Democrática) | Etiópia | Gabão | Gana | Guiné | Madagascar | Malaui | Nigéria | Senegal | Zimbábue | Zâmbia | África do Sul,h32u | h32u_1 | h32u_2 | h32u_3 | h32u_4 | h32u_5 | h32u_6 | h32v | h32v_1 | h32v_2 | h32v_3 | h32v_4 | h32v_5 | h32v_6 | h32w | h32w_1 | h32w_2 | h32w_3 | h32w_4 | h32w_5 | h32w_6,fever/cough: cs oth.priv se na | fever/cough: cs oth.priv se-na | fever/cough: cs oth.priv.se-na
fever cough cs oth priv sec,1,14,Quênia,h32v | h32v_1 | h32v_2 | h32v_3 | h32v_4 | h32v_5 | h32v_6 | h32w | h32w_1 | h32w_2 | h32w_3 | h32w_4 | h32w_5 | h32w_6,fever/cough:cs oth.priv sec na
fever cough cs oth priv secna,3,21,Moçambique | Nigéria | Zimbábue,h32u | h32u_1 | h32u_2 | h32u_3 | h32u_4 | h32u_5 | h32u_6 | h32v | h32v_1 | h32v_2 | h32v_3 | h32v_4 | h32v_5 | h32v_6 | h32w | h32w_1 | h32w_2 | h32w_3 | h32w_4 | h32w_5 | h32w_6,fever/cough: cs oth.priv secna | fever/cough: cs oth.priv secna!
fever cough cs oth priv sect,20,21,Angola | Chade | Eswatini (Suazilândia) | Etiópia | Guiné | Lesoto | Libéria | Madagascar | Malaui | Mali | Namíbia | Nigéria | Níger | Quênia | Ruanda | Senegal | Serra Leoa | São Tomé e Príncipe | Togo | Zâmbia,h32u | h32u_1 | h32u_2 | h32u_3 | h32u_4 | h32u_5 | h32u_6 | h32v | h32v_1 | h32v_2 | h32v_3 | h32v_4 | h32v_5 | h32v_6 | h32w | h32w_1 | h32w_2 | h32w_3 | h32w_4 | h32w_5 | h32w_6,[na] fever/cough: cs oth.priv sect | fever/cough: cs oth.priv sect | na - fever/cough: cs oth.priv sect | na-fever/cough: cs oth.priv sect
fever cough cs oth priv sect cg boutique marche,1,7,Congo (Brazzaville),h32w | h32w_1 | h32w_2 | h32w_3 | h32w_4 | h32w_5 | h32w_6,"fever/cough: cs oth.priv sect {cg: boutique, marche}"
fever cough cs oth priv sect cg centre medecine spirituel,1,7,Congo (Brazzaville),h32u | h32u_1 | h32u_2 | h32u_3 | h32u_4 | h32u_5 | h32u_6,fever/cough: cs oth.priv sect {cg: centre medecine spirituel
fever cough cs oth priv sect cg vendeur ambulant pharmac,1,7,Congo (Brazzaville),h32v | h32v_1 | h32v_2 | h32v_3 | h32v_4 | h32v_5 | h32v_6,"fever/cough: cs oth.priv sect {cg: vendeur ambulant, pharmac"
fever cough cs oth priv sect friends relatives,1,7,Mali,h32u | h32u_1 | h32u_2 | h32u_3 | h32u_4 | h32u_5 | h32u_6,fever/cough: cs oth.priv sect friends/relatives
fever cough cs oth prv s,1,7,Camarões,h32w | h32w_1 | h32w_2 | h32w_3 | h32w_4 | h32w_5 | h32w_6,fever/cough: cs oth.prv s - na
fever cough cs oth prv sct,1,14,Tanzânia,h32v | h32v_1 | h32v_2 | h32v_3 | h32v_4 | h32v_5 | h32v_6 | h32w | h32w_1 | h32w_2 | h32w_3 | h32w_4 | h32w_5 | h32w_6,fever/cough: cs oth.prv sct na
fever cough cs oth prv sec,1,7,Chade,h32w | h32w_1 | h32w_2 | h32w_3 | h32w_4 | h32w_5 | h32w_6,fever/cough: cs oth.prv sec na
fever cough cs other public sector,2,14,Etiópia | Senegal,h32f | h32f_1 | h32f_2 | h32f_3 | h32f_4 | h32f_5 | h32f_6 | h32g | h32g_1 | h32g_2 | h32g_3 | h32g_4 | h32g_5 | h32g_6,fever/cough: cs other public sector
fever cough cs other secto,1,7,Ruanda,h32w | h32w_1 | h32w_2 | h32w_3 | h32w_4 | h32w_5 | h32w_6,fever/cough: cs other secto-na
fever cough cs other sector,31,35,Angola | Benin | Burkina Faso | Burundi | Chade | Comores | Congo (Brazzaville) | Congo (República Democrática) | Costa do Marfim | Etiópia | Gabão | Gana | Guiné | Gâmbia | Lesoto | Libéria | Madagascar | Malaui | Mali | Moçambique | Namíbia | Nigéria | Níger | Quênia | Ruanda | Senegal | Serra Leoa | Tanzânia | Togo | Zâmbia | África do Sul,h32s | h32s_1 | h32s_2 | h32s_3 | h32s_4 | h32s_5 | h32s_6 | h32t | h32t_1 | h32t_2 | h32t_3 | h32t_4 | h32t_5 | h32t_6 | h32u | h32u_1 | h32u_2 | h32u_3 | h32u_4 | h32u_5 | h32u_6 | h32v | h32v_1 | h32v_2 | h32v_3 | h32v_4 | h32v_5 | h32v_6 | h32w | h32w_1 | h32w_2 | h32w_3 | h32w_4 | h32w_5 | h32w_6,Fever/cough: CS other sector | NA - Fever/Cough: CS other sector | NA - Fever/cough: CS other sector | NA-Fever/cough: CS other sector | fever/cough: cs other sector | na - fever/cough: cs other sector | na-fever/cough: cs other sector
fever cough cs other shop,1,7,Quênia,h32w | h32w_1 | h32w_2 | h32w_3 | h32w_4 | h32w_5 | h32w_6,na - fever/cough: cs other shop
fever cough cs parent ami voisin,1,7,Senegal,h32u | h32u_1 | h32u_2 | h32u_3 | h32u_4 | h32u_5 | h32u_6,fever/cough: cs parent/ami/voisin
fever cough cs pharmacy comm,1,7,Senegal,h32h | h32h_1 | h32h_2 | h32h_3 | h32h_4 | h32h_5 | h32h_6,fever/cough: cs pharmacy comm.
fever cough cs priv health cn,1,7,República Centro-Africana,h32o | h32o_1 | h32o_2 | h32o_3 | h32o_4 | h32o_5 | h32o_6,fever/cough: cs priv health cn
fever cough cs private health center,1,7,Madagascar,h32o | h32o_1 | h32o_2 | h32o_3 | h32o_4 | h32o_5 | h32o_6,fever/cough: cs private health center
fever cough cs private med,1,28,Ruanda,h32o | h32o_1 | h32o_2 | h32o_3 | h32o_4 | h32o_5 | h32o_6 | h32p | h32p_1 | h32p_2 | h32p_3 | h32p_4 | h32p_5 | h32p_6 | h32q | h32q_1 | h32q_2 | h32q_3 | h32q_4 | h32q_5 | h32q_6 | h32r | h32r_1 | h32r_2 | h32r_3 | h32r_4 | h32r_5 | h32r_6,fever/cough: cs private med-na
